student_id,academic_year,year,department
pl999,2022 - 2023,1,BIOL
sl632,2022 - 2023,2,HIST
kw780,2022 - 2023,1,SOAN
jb830,2022 - 2023,2,SOAN
ct717,2022 - 2023,1,CLAS
to967,2022 - 2023,1,SOAN
re247,2022 - 2023,2,RELG
ms892,2022 - 2023,2,BIOL
av437,2022 - 2023,2,MUSI
bg106,2022 - 2023,1,HIST
ss282,2022 - 2023,2,RMLL
pw645,2022 - 2023,1,ENGL
cd394,2022 - 2023,2,BIOL
ms509,2022 - 2023,1,RMLL
jk131,2022 - 2023,1,WRIT
dw362,2022 - 2023,2,GEOG
mj146,2022 - 2023,2,ENST
mt647,2022 - 2023,2,ENST
cw411,2022 - 2023,1,HIST
pf320,2022 - 2023,1,SOAN
jr110,2022 - 2023,2,GEOG
sk941,2022 - 2023,1,RELG
kn197,2022 - 2023,2,HIST
td977,2022 - 2023,2,CLAS
jc646,2022 - 2023,2,RELG
jt469,2022 - 2023,2,MELL
jf208,2022 - 2023,1,ECON
kh116,2022 - 2023,2,CHEM
pt705,2022 - 2023,1,RMLL
bh445,2022 - 2023,1,SOAN
ab176,2022 - 2023,2,HIST
aw567,2022 - 2023,1,EDUC
eg335,2022 - 2023,2,EEGS
lt134,2022 - 2023,1,ARTS
jh544,2022 - 2023,2,PBSC
kl852,2022 - 2023,1,RELG
jt838,2022 - 2023,2,SOAN
kc387,2022 - 2023,1,MUSI
rm532,2022 - 2023,1,WRIT
ap512,2022 - 2023,1,ENGL
aw957,2022 - 2023,1,GEOG
jj439,2022 - 2023,1,ARTS
lt789,2022 - 2023,2,SOAN
ko442,2022 - 2023,1,POSC
vw598,2022 - 2023,1,ENGL
jt356,2022 - 2023,2,RMLL
bh765,2022 - 2023,2,RELG
ms319,2022 - 2023,1,RMLL
ab732,2022 - 2023,2,BIOL
at692,2022 - 2023,2,ENST
br351,2022 - 2023,2,ENGL
sb424,2022 - 2023,2,PBSC
jc641,2022 - 2023,1,ARTS
wl591,2022 - 2023,2,GEOG
bc830,2022 - 2023,1,MATH
km983,2022 - 2023,1,COSC
vo551,2022 - 2023,1,POSC
lt699,2022 - 2023,1,HIST
jp443,2022 - 2023,2,RMLL
tb190,2022 - 2023,2,ENGL
lf768,2022 - 2023,2,SOAN
ar862,2022 - 2023,1,ENST
cy411,2022 - 2023,1,ARTS
kn906,2022 - 2023,2,ENGL
em434,2022 - 2023,2,ENGL
sh550,2022 - 2023,1,BIOL
vc768,2022 - 2023,1,WRIT
bd716,2022 - 2023,2,ECON
je910,2022 - 2023,1,HIST
cb122,2022 - 2023,2,THEA
aj248,2022 - 2023,1,EALL
jl173,2022 - 2023,2,RMLL
mm491,2022 - 2023,2,ARTS
bw394,2022 - 2023,2,POSC
jh287,2022 - 2023,1,RELG
mw194,2022 - 2023,2,EDUC
hh209,2022 - 2023,1,ARTS
tp790,2022 - 2023,2,RELG
tk962,2022 - 2023,1,EALL
jf309,2022 - 2023,1,PHAS
nm488,2022 - 2023,1,PBSC
jc658,2022 - 2023,1,BIOL
ed583,2022 - 2023,1,CHEM
am499,2022 - 2023,1,GEOG
mr351,2022 - 2023,2,EDUC
rh289,2022 - 2023,2,RMLL
sp402,2022 - 2023,2,RELG
mj122,2022 - 2023,1,ENGL
iw340,2022 - 2023,2,SOAN
lm884,2022 - 2023,1,CHEM
cg705,2022 - 2023,2,POSC
em974,2022 - 2023,1,ENGL
bh974,2022 - 2023,1,MATH
rd473,2022 - 2023,2,POSC
pt682,2022 - 2023,2,PBSC
gs208,2022 - 2023,2,SOAN
am607,2022 - 2023,2,ENGL
mm698,2022 - 2023,2,HIST
cm684,2022 - 2023,2,PBSC
cc617,2022 - 2023,1,ARTS
sp453,2022 - 2023,2,BIOL
aw785,2022 - 2023,1,EDUC
em777,2022 - 2023,1,SOAN
lb984,2022 - 2023,2,SOAN
cw996,2022 - 2023,2,CLAS
rk311,2022 - 2023,1,RELG
cw172,2022 - 2023,1,PHIL
sm336,2022 - 2023,2,GEOG
ap228,2022 - 2023,1,POSC
rk955,2022 - 2023,2,HIST
rj678,2022 - 2023,1,COSC
dl498,2022 - 2023,1,BIOL
ap664,2022 - 2023,2,POSC
os229,2022 - 2023,2,BIOL
bh904,2022 - 2023,2,PHIL
rm418,2022 - 2023,1,POSC
jk545,2022 - 2023,2,HIST
dp850,2022 - 2023,2,POSC
na357,2022 - 2023,1,THEA
hd320,2022 - 2023,2,CHEM
mh289,2022 - 2023,2,HIST
mm160,2022 - 2023,2,EDUC
lp154,2022 - 2023,1,EDUC
sm776,2022 - 2023,1,RELG
mh321,2022 - 2023,2,SOAN
mb436,2022 - 2023,2,SOAN
mh862,2022 - 2023,1,RMLL
aw235,2022 - 2023,2,SOAN
ib597,2022 - 2023,2,CLAS
mo731,2022 - 2023,1,ECON
ab510,2022 - 2023,2,THEA
ah290,2022 - 2023,2,WRIT
mw202,2022 - 2023,2,RELG
mv653,2022 - 2023,1,EDUC
kt471,2022 - 2023,1,ECON
cs822,2022 - 2023,1,PHAS
kj422,2022 - 2023,1,ARTS
ht977,2022 - 2023,2,ARTS
jc231,2022 - 2023,2,EDUC
tg813,2022 - 2023,2,POSC
kc909,2022 - 2023,2,POSC
em237,2022 - 2023,1,CHEM
im508,2022 - 2023,2,SOAN
jg966,2022 - 2023,2,RMLL
eg459,2022 - 2023,2,COSC
tj221,2022 - 2023,2,BIOL
tv338,2022 - 2023,1,COSC
tg591,2022 - 2023,2,POSC
rs426,2022 - 2023,1,BIOL
jb501,2022 - 2023,2,SOAN
sb858,2022 - 2023,2,ARTS
sw549,2022 - 2023,2,GERM
br509,2022 - 2023,1,BIOL
dj821,2022 - 2023,2,RMLL
ld291,2022 - 2023,2,SOAN
em456,2022 - 2023,2,ENST
th638,2022 - 2023,1,POSC
eh234,2022 - 2023,1,MATH
ms354,2022 - 2023,1,ENST
bw367,2022 - 2023,2,EDUC
jh370,2022 - 2023,1,SOAN
jr978,2022 - 2023,2,RMLL
cb766,2022 - 2023,2,PHAS
es657,2022 - 2023,2,ARTS
cl101,2022 - 2023,1,RELG
kh545,2022 - 2023,1,HIST
jt144,2022 - 2023,1,ENST
hy195,2022 - 2023,2,WRIT
bl825,2022 - 2023,2,ARTS
tp565,2022 - 2023,2,GEOG
ga353,2022 - 2023,1,SOAN
jm552,2022 - 2023,2,SOAN
jh256,2022 - 2023,1,WRIT
sw181,2022 - 2023,2,ARTS
hb207,2022 - 2023,2,COSC
aj649,2022 - 2023,1,POSC
ck190,2022 - 2023,1,EDUC
dj988,2022 - 2023,2,GEOG
dm243,2022 - 2023,1,ENGL
ew256,2022 - 2023,1,ENST
gm476,2022 - 2023,1,ENST
dp264,2022 - 2023,2,ARTS
mh836,2022 - 2023,1,HIST
kb538,2022 - 2023,1,GEOG
kd645,2022 - 2023,2,ENGL
sa738,2022 - 2023,2,BIOL
md788,2022 - 2023,2,PHIL
db582,2022 - 2023,2,EEGS
mh755,2022 - 2023,3,WRIT
lm745,2022 - 2023,3,POSC
wd129,2022 - 2023,1,POSC
mw459,2022 - 2023,3,MATH
mv907,2022 - 2023,1,PHAS
mr818,2022 - 2023,3,SOAN
kc135,2022 - 2023,1,RMLL
bh302,2022 - 2023,1,SOAN
se551,2022 - 2023,3,HIST
aj630,2022 - 2023,3,CLAS
jw246,2022 - 2023,1,HIST
lb342,2022 - 2023,1,PHAS
jp583,2022 - 2023,1,ECON
tj193,2022 - 2023,2,EDUC
jh718,2022 - 2023,3,PBSC
ag382,2022 - 2023,1,RMLL
am764,2022 - 2023,3,CLAS
bh396,2022 - 2023,3,SOAN
jm501,2022 - 2023,3,ENGL
tc436,2022 - 2023,2,MATH
mh837,2022 - 2023,3,HIST
js780,2022 - 2023,2,EDUC
jb404,2022 - 2023,2,ENGL
as998,2022 - 2023,1,ENST
aw190,2022 - 2023,1,ENGL
km946,2022 - 2023,1,SOAN
jh727,2022 - 2023,1,ENGL
nc736,2022 - 2023,3,SOAN
ld190,2022 - 2023,2,ENGL
he981,2022 - 2023,3,EDUC
rg345,2022 - 2023,3,MUSI
th977,2022 - 2023,2,GERM
pr118,2022 - 2023,3,COSC
am964,2022 - 2023,3,EEGS
km793,2022 - 2023,1,HIST
ad249,2022 - 2023,3,RMLL
ms620,2022 - 2023,2,BIOL
tj429,2022 - 2023,1,ARTS
pt427,2022 - 2023,2,WRIT
ls799,2022 - 2023,3,RELG
kh842,2022 - 2023,2,BIOL
bm177,2022 - 2023,1,EDUC
as930,2022 - 2023,2,RELG
ts961,2022 - 2023,3,HIST
es296,2022 - 2023,3,PBSC
sr814,2022 - 2023,2,PHIL
ds534,2022 - 2023,3,RELG
dh766,2022 - 2023,3,ENST
js855,2022 - 2023,3,RELG
jg487,2022 - 2023,2,ECON
jr504,2022 - 2023,2,ENGL
wg136,2022 - 2023,2,ENST
wf246,2022 - 2023,3,HIST
vs551,2022 - 2023,1,BIOL
jm394,2022 - 2023,3,BIOL
rc744,2022 - 2023,3,RELG
ad777,2022 - 2023,1,SOAN
mb639,2022 - 2023,3,PHAS
mp292,2022 - 2023,2,BIOL
kv950,2022 - 2023,1,ARTS
db716,2022 - 2023,1,RMLL
cg458,2022 - 2023,3,ARTS
ca699,2022 - 2023,3,PBSC
sk252,2022 - 2023,3,ENGL
wh997,2022 - 2023,3,WRIT
cb686,2022 - 2023,1,MUSI
mh371,2022 - 2023,2,HIST
pe858,2022 - 2023,1,BIOL
dp219,2022 - 2023,2,EDUC
ne261,2022 - 2023,2,EEGS
ez242,2022 - 2023,2,CLAS
nk969,2022 - 2023,1,ECON
ma649,2022 - 2023,1,BIOL
rc533,2022 - 2023,3,CHEM
jb283,2022 - 2023,3,HIST
cc139,2022 - 2023,3,THEA
ra406,2022 - 2023,3,MATH
bd868,2022 - 2023,3,POSC
ch581,2022 - 2023,3,RMLL
cb187,2022 - 2023,3,MATH
am798,2022 - 2023,3,POSC
cf475,2022 - 2023,3,POSC
tm762,2022 - 2023,3,EDUC
jk200,2022 - 2023,3,ARTS
am203,2022 - 2023,3,EEGS
cw606,2022 - 2023,3,EDUC
ts351,2022 - 2023,3,GEOG
jm632,2022 - 2023,3,HIST
jr143,2022 - 2023,3,RMLL
ag130,2022 - 2023,3,EDUC
jc981,2022 - 2023,3,POSC
jb923,2022 - 2023,3,ARTS
kz703,2022 - 2023,3,ARTS
af188,2022 - 2023,3,ENGL
dg576,2022 - 2023,3,HIST
cm941,2022 - 2023,3,GEOG
dt366,2022 - 2023,3,ARTS
ck854,2022 - 2023,3,HIST
rp699,2022 - 2023,3,COSC
ts363,2022 - 2023,3,SOAN
jn819,2022 - 2023,3,ENGL
vs675,2022 - 2023,3,WRIT
lh912,2022 - 2023,3,RELG
em485,2022 - 2023,3,BIOL
bj266,2022 - 2023,3,ARTS
rf343,2022 - 2023,3,PBSC
ab740,2022 - 2023,3,MELL
pm795,2022 - 2023,3,RMLL
kr942,2022 - 2023,3,MELL
lc695,2022 - 2023,3,GERM
jb845,2022 - 2023,3,PHAS
rm898,2022 - 2023,3,HIST
dd630,2022 - 2023,3,THEA
kg263,2022 - 2023,3,ECON
jt608,2022 - 2023,3,EDUC
nc765,2022 - 2023,3,ARTS
lh743,2022 - 2023,3,CHEM
al349,2022 - 2023,3,ECON
jc331,2022 - 2023,3,PHIL
mw246,2022 - 2023,3,EALL
kj823,2022 - 2023,3,EDUC
tj715,2022 - 2023,3,SOAN
mj791,2022 - 2023,3,RMLL
mm885,2022 - 2023,3,BIOL
ks992,2022 - 2023,3,BIOL
th247,2022 - 2023,3,MUSI
me984,2022 - 2023,3,THEA
ah752,2022 - 2023,3,COSC
sm258,2022 - 2023,3,ENGL
ma968,2022 - 2023,3,HIST
jh881,2022 - 2023,3,GERM
sr930,2022 - 2023,3,GERM
cy940,2022 - 2023,3,CLAS
cr706,2022 - 2023,3,EDUC
dw735,2022 - 2023,3,CLAS
cw281,2022 - 2023,3,MUSI
mm169,2022 - 2023,3,PHAS
js386,2022 - 2023,3,CLAS
np197,2022 - 2023,3,BIOL
sw376,2022 - 2023,3,PBSC
gc737,2022 - 2023,3,MATH
wk579,2022 - 2023,3,EEGS
ca691,2022 - 2023,3,POSC
rr898,2022 - 2023,3,RELG
jw364,2022 - 2023,3,PBSC
se692,2022 - 2023,3,WRIT
ah529,2022 - 2023,3,PHAS
bh142,2022 - 2023,3,RELG
ws825,2022 - 2023,3,MELL
am176,2022 - 2023,3,ARTS
cr244,2022 - 2023,3,RMLL
ro947,2022 - 2023,3,MATH
dl562,2022 - 2023,3,MATH
ja160,2022 - 2023,3,WRIT
jm455,2022 - 2023,3,RMLL
sw440,2022 - 2023,3,ARTS
sd360,2022 - 2023,3,PHAS
ss752,2022 - 2023,3,PBSC
js517,2022 - 2023,3,ECON
lp499,2022 - 2023,3,PBSC
nf122,2022 - 2023,3,EDUC
kc403,2022 - 2023,3,POSC
rm768,2022 - 2023,3,PBSC
sk347,2022 - 2023,3,ENST
bc317,2022 - 2023,3,RMLL
ev894,2022 - 2023,3,POSC
sh191,2022 - 2023,3,EDUC
tc706,2022 - 2023,3,EEGS
fw838,2022 - 2023,3,GERM
dh247,2022 - 2023,3,PHIL
dr353,2022 - 2023,3,MATH
dk635,2022 - 2023,3,SOAN
mw318,2022 - 2023,3,ENGL
wm563,2022 - 2023,3,ENST
sc427,2022 - 2023,3,RMLL
jn995,2022 - 2023,3,RELG
cm110,2022 - 2023,3,BIOL
em883,2022 - 2023,3,ENGL
mr356,2022 - 2023,3,PHIL
mt631,2022 - 2023,3,COSC
th660,2022 - 2023,3,HIST
am232,2022 - 2023,3,PBSC
cb827,2022 - 2023,3,PHAS
jr439,2022 - 2023,3,ARTS
nw832,2022 - 2023,3,EEGS
bs683,2022 - 2023,3,EDUC
ks771,2022 - 2023,3,CHEM
mp646,2022 - 2023,3,PHIL
nm497,2022 - 2023,3,WRIT
js305,2022 - 2023,3,GEOG
jc764,2022 - 2023,3,RMLL
kr750,2022 - 2023,3,EALL
wk376,2022 - 2023,3,ENGL
jt342,2022 - 2023,3,POSC
bg920,2022 - 2023,3,SOAN
ss762,2022 - 2023,3,CLAS
ar893,2022 - 2023,3,PBSC
gl413,2022 - 2023,3,ARTS
tp186,2022 - 2023,3,ENST
jt476,2022 - 2023,3,MATH
cf248,2022 - 2023,3,CHEM
eh560,2022 - 2023,3,POSC
cr126,2022 - 2023,3,ENST
cg495,2022 - 2023,3,EDUC
km758,2022 - 2023,3,SOAN
kg558,2022 - 2023,3,ENGL
ct153,2022 - 2023,3,RELG
jo746,2022 - 2023,3,PBSC
cp895,2022 - 2023,3,MATH
sc889,2022 - 2023,3,RELG
rj392,2022 - 2023,3,PBSC
am622,2022 - 2023,3,EALL
jd736,2022 - 2023,3,SOAN
jp534,2022 - 2023,3,ENGL
cm579,2022 - 2023,3,MATH
to725,2022 - 2023,3,ARTS
rg963,2022 - 2023,3,THEA
ac682,2022 - 2023,3,WRIT
sf861,2022 - 2023,3,RMLL
cw629,2022 - 2023,3,HIST
ta299,2022 - 2023,3,MELL
hh264,2022 - 2023,3,RELG
lm957,2022 - 2023,3,EEGS
tp107,2022 - 2023,3,ENGL
ra209,2022 - 2023,3,EDUC
dd959,2022 - 2023,3,HIST
cc494,2022 - 2023,3,ARTS
tm824,2022 - 2023,3,ENGL
sw363,2022 - 2023,3,EDUC
dw302,2022 - 2023,3,PBSC
bc596,2022 - 2023,3,GEOG
jf582,2022 - 2023,3,RELG
sa371,2022 - 2023,3,POSC
jm627,2022 - 2023,3,RELG
mm513,2022 - 2023,3,PBSC
jw235,2022 - 2023,3,PHIL
vb723,2022 - 2023,3,RELG
ar609,2022 - 2023,3,THEA
db374,2022 - 2023,3,EEGS
je994,2022 - 2023,3,RMLL
mr276,2022 - 2023,3,BIOL
rm810,2022 - 2023,3,HIST
jw312,2022 - 2023,3,THEA
as447,2022 - 2023,3,RELG
jg825,2022 - 2023,3,WRIT
am981,2022 - 2023,3,EDUC
tb933,2022 - 2023,3,SOAN
km211,2022 - 2023,3,ECON
sg131,2022 - 2023,3,EEGS
lo546,2022 - 2023,3,ENGL
hg417,2022 - 2023,3,POSC
ph430,2022 - 2023,3,MATH
jw736,2022 - 2023,3,SOAN
bh837,2022 - 2023,3,SOAN
be297,2022 - 2023,3,MUSI
ar438,2022 - 2023,3,PHAS
td520,2022 - 2023,3,PBSC
jg898,2022 - 2023,3,ECON
mc230,2022 - 2023,3,WRIT
dd756,2022 - 2023,3,POSC
tr226,2022 - 2023,3,RELG
nj355,2022 - 2023,3,CHEM
jm466,2022 - 2023,3,EDUC
jb879,2022 - 2023,3,MATH
ss838,2022 - 2023,3,ARTS
sf583,2022 - 2023,3,HIST
sd552,2022 - 2023,3,ARTS
jm277,2022 - 2023,3,MUSI
bm803,2022 - 2023,3,EEGS
ls957,2022 - 2023,3,SOAN
dw537,2022 - 2023,3,ARTS
as969,2022 - 2023,3,BIOL
ec519,2022 - 2023,3,BIOL
sf473,2022 - 2023,3,MUSI
mh698,2022 - 2023,3,GERM
dc208,2022 - 2023,3,POSC
rr189,2022 - 2023,3,ENGL
jm671,2022 - 2023,3,EDUC
ma920,2022 - 2023,3,EDUC
tg563,2022 - 2023,3,ENST
ks234,2022 - 2023,3,ENGL
kj198,2022 - 2023,3,RELG
eg115,2022 - 2023,3,RMLL
np922,2022 - 2023,3,ENGL
mh637,2022 - 2023,3,EDUC
mc817,2022 - 2023,3,ARTS
st495,2022 - 2023,3,HIST
kw770,2022 - 2023,3,ENGL
te591,2022 - 2023,3,CLAS
dg343,2022 - 2023,3,ARTS
nd502,2022 - 2023,3,SOAN
lb752,2022 - 2023,3,THEA
sm838,2022 - 2023,3,ENST
ew198,2022 - 2023,3,CHEM
ac531,2022 - 2023,3,EEGS
cj158,2022 - 2023,3,GEOG
bg791,2022 - 2023,3,ARTS
cc961,2022 - 2023,3,RMLL
jh403,2022 - 2023,3,WRIT
sl715,2022 - 2023,3,HIST
bp274,2022 - 2023,3,COSC
bc408,2022 - 2023,3,CLAS
sm385,2022 - 2023,3,CHEM
es639,2022 - 2023,3,SOAN
mw227,2022 - 2023,3,HIST
jb671,2022 - 2023,3,BIOL
jm784,2022 - 2023,3,ARTS
mb794,2022 - 2023,3,RELG
jj445,2022 - 2023,3,PBSC
tp100,2022 - 2023,3,THEA
ks247,2022 - 2023,3,PBSC
fm101,2022 - 2023,3,ARTS
fb195,2022 - 2023,3,RELG
bn447,2022 - 2023,3,GEOG
jb871,2022 - 2023,3,ENGL
mm445,2022 - 2023,3,ENGL
jb563,2022 - 2023,3,HIST
ar967,2022 - 2023,3,ENGL
cl303,2022 - 2023,3,ARTS
br348,2022 - 2023,3,ARTS
ph483,2022 - 2023,3,HIST
se785,2022 - 2023,3,ENST
jg685,2022 - 2023,3,ARTS
nb572,2022 - 2023,3,POSC
ks367,2022 - 2023,3,PHAS
ap658,2022 - 2023,3,SOAN
pw275,2022 - 2023,3,CLAS
tc560,2022 - 2023,3,ENST
al509,2022 - 2023,3,EEGS
cs115,2022 - 2023,3,HIST
mm205,2022 - 2023,3,ENGL
lw104,2022 - 2023,3,ECON
cl209,2022 - 2023,3,BIOL
eo437,2022 - 2023,3,RELG
gn842,2022 - 2023,3,SOAN
mp312,2022 - 2023,3,SOAN
em419,2022 - 2023,3,SOAN
kn657,2022 - 2023,3,ARTS
jd217,2022 - 2023,3,COSC
mr613,2022 - 2023,3,HIST
rd896,2022 - 2023,3,CHEM
gr408,2022 - 2023,3,CLAS
sh204,2022 - 2023,3,ENGL
as657,2022 - 2023,3,CHEM
ab731,2022 - 2023,3,CLAS
db395,2022 - 2023,3,CLAS
ds858,2022 - 2023,3,RMLL
js162,2022 - 2023,3,PBSC
kc351,2022 - 2023,3,HIST
mc956,2022 - 2023,3,PHAS
rm213,2022 - 2023,3,POSC
rn800,2022 - 2023,3,ARTS
mj268,2022 - 2023,3,ENST
bo555,2022 - 2023,3,EDUC
db269,2022 - 2023,3,MUSI
dw269,2022 - 2023,3,EDUC
ao576,2022 - 2023,3,GERM
jv364,2022 - 2023,3,COSC
kc949,2022 - 2023,3,ARTS
db810,2022 - 2023,3,ENGL
eh271,2022 - 2023,3,POSC
kg550,2022 - 2023,3,PHIL
js821,2022 - 2023,3,BIOL
bc951,2022 - 2023,3,ARTS
am684,2022 - 2023,3,SOAN
rd127,2022 - 2023,3,ARTS
ms674,2022 - 2023,3,ARTS
jm487,2022 - 2023,3,MATH
cr116,2022 - 2023,3,SOAN
cm225,2022 - 2023,3,SOAN
rb202,2022 - 2023,3,PHIL
cf417,2022 - 2023,3,WRIT
vw184,2022 - 2023,3,RELG
rj745,2022 - 2023,3,ECON
ew886,2022 - 2023,3,SOAN
sd490,2022 - 2023,3,ARTS
st313,2022 - 2023,3,BIOL
sj362,2022 - 2023,3,HIST
cd840,2022 - 2023,3,HIST
hm493,2022 - 2023,3,SOAN
rd574,2022 - 2023,3,RMLL
lg760,2022 - 2023,3,THEA
cp708,2022 - 2023,3,RELG
nv616,2022 - 2023,3,RELG
nb673,2022 - 2023,3,EEGS
ar957,2022 - 2023,3,POSC
cs476,2022 - 2023,3,GERM
dh291,2022 - 2023,3,ECON
cm535,2022 - 2023,3,SOAN
lj755,2022 - 2023,3,RMLL
mc925,2022 - 2023,3,WRIT
cj108,2022 - 2023,3,MUSI
ac703,2022 - 2023,3,ARTS
aw531,2022 - 2023,3,MATH
kb716,2022 - 2023,3,EDUC
nr339,2022 - 2023,3,SOAN
dg390,2022 - 2023,3,HIST
md455,2022 - 2023,3,EALL
cg625,2022 - 2023,3,HIST
dc421,2022 - 2023,3,RELG
ac743,2022 - 2023,3,CLAS
mw973,2022 - 2023,3,ARTS
jl881,2022 - 2023,3,HIST
js578,2022 - 2023,3,PHAS
cb862,2022 - 2023,3,EALL
br835,2022 - 2023,3,COSC
ja359,2022 - 2023,3,SOAN
js452,2022 - 2023,3,POSC
lc379,2022 - 2023,3,ECON
sb894,2022 - 2023,3,ENST
tb267,2022 - 2023,3,ARTS
sj290,2022 - 2023,3,PHAS
al327,2022 - 2023,3,ENGL
pt573,2022 - 2023,3,ENGL
aj431,2022 - 2023,3,ENGL
mf758,2022 - 2023,3,GEOG
rj123,2022 - 2023,3,WRIT
ev481,2022 - 2023,3,RMLL
bd585,2022 - 2023,3,HIST
rs736,2022 - 2023,3,ENGL
am907,2022 - 2023,3,HIST
jh819,2022 - 2023,3,WRIT
et393,2022 - 2023,3,POSC
ej791,2022 - 2023,3,HIST
th353,2022 - 2023,3,MATH
cp121,2022 - 2023,3,SOAN
bh204,2022 - 2023,3,HIST
jb570,2022 - 2023,3,ENGL
bz846,2022 - 2023,3,PHIL
sj629,2022 - 2023,3,THEA
kk938,2022 - 2023,3,ARTS
cw286,2022 - 2023,3,SOAN
rm302,2022 - 2023,3,ARTS
af935,2022 - 2023,3,ECON
ts498,2022 - 2023,3,RMLL
at816,2022 - 2023,3,ARTS
lm716,2022 - 2023,3,POSC
jc439,2022 - 2023,3,RELG
ls664,2022 - 2023,3,ARTS
jw236,2022 - 2023,3,SOAN
lj133,2022 - 2023,3,EALL
mt603,2022 - 2023,3,EDUC
bj523,2022 - 2023,3,SOAN
wh578,2022 - 2023,3,EDUC
pk911,2022 - 2023,3,HIST
km998,2022 - 2023,3,ARTS
ss551,2022 - 2023,3,RMLL
tr476,2022 - 2023,3,POSC
cb112,2022 - 2023,3,POSC
hl302,2022 - 2023,3,ENGL
am680,2022 - 2023,3,HIST
jy308,2022 - 2023,3,HIST
ja169,2022 - 2023,3,ENST
sm602,2022 - 2023,3,COSC
mo234,2022 - 2023,3,BIOL
jc775,2022 - 2023,3,RMLL
sb189,2022 - 2023,3,WRIT
ah836,2022 - 2023,3,EDUC
ew631,2022 - 2023,3,ARTS
lg810,2022 - 2023,3,PHAS
ks787,2022 - 2023,3,BIOL
dr667,2022 - 2023,3,THEA
cr514,2022 - 2023,3,SOAN
kv728,2022 - 2023,3,RELG
lw385,2022 - 2023,3,ENST
mg312,2022 - 2023,3,MATH
sc180,2022 - 2023,3,BIOL
dg538,2022 - 2023,3,MATH
mr123,2022 - 2023,3,ENGL
jp657,2022 - 2023,3,ENGL
cb588,2022 - 2023,3,MATH
tb834,2022 - 2023,3,EDUC
jd861,2022 - 2023,3,PHAS
hh450,2022 - 2023,3,COSC
mb856,2022 - 2023,3,RMLL
sw102,2022 - 2023,3,POSC
rw302,2022 - 2023,3,PBSC
dw731,2022 - 2023,3,ARTS
jc402,2022 - 2023,3,EDUC
rd951,2022 - 2023,3,HIST
gs882,2022 - 2023,3,HIST
lj987,2022 - 2023,3,ECON
ke888,2022 - 2023,3,HIST
cd921,2022 - 2023,3,RELG
cb528,2022 - 2023,3,COSC
jg559,2022 - 2023,3,PHAS
ar820,2022 - 2023,3,ENST
jb390,2022 - 2023,3,PBSC
vw165,2022 - 2023,3,ENGL
jv139,2022 - 2023,3,ENST
mb188,2022 - 2023,3,MUSI
dp454,2022 - 2023,3,ECON
zh488,2022 - 2023,3,BIOL
cm522,2022 - 2023,3,SOAN
jk490,2022 - 2023,3,HIST
jw900,2022 - 2023,3,POSC
bs760,2022 - 2023,3,GEOG
jr812,2022 - 2023,3,PBSC
dr879,2022 - 2023,3,POSC
lw755,2022 - 2023,3,BIOL
jv889,2022 - 2023,3,CHEM
rc337,2022 - 2023,3,GEOG
lm389,2022 - 2023,3,PBSC
cb596,2022 - 2023,3,PBSC
sw510,2022 - 2023,3,EDUC
ac667,2022 - 2023,3,POSC
db100,2022 - 2023,3,SOAN
sb545,2022 - 2023,3,SOAN
ap750,2022 - 2023,3,ENGL
zl395,2022 - 2023,3,BIOL
ep789,2022 - 2023,3,MATH
gb596,2022 - 2023,3,GERM
jr257,2022 - 2023,3,RMLL
ed508,2022 - 2023,3,PHAS
dt790,2022 - 2023,3,COSC
ms944,2022 - 2023,3,PHAS
sa541,2022 - 2023,3,COSC
ar504,2022 - 2023,3,RELG
cl831,2022 - 2023,3,ARTS
lw885,2022 - 2023,3,HIST
ds954,2022 - 2023,3,BIOL
nf700,2022 - 2023,3,SOAN
mb839,2022 - 2023,3,CLAS
mg715,2022 - 2023,3,ARTS
lv409,2022 - 2023,3,SOAN
ah580,2022 - 2023,3,BIOL
rg478,2022 - 2023,3,RELG
dw411,2022 - 2023,3,CHEM
jr528,2022 - 2023,3,RELG
cc699,2022 - 2023,3,SOAN
yj761,2022 - 2023,3,MELL
gc890,2022 - 2023,3,ENGL
km274,2022 - 2023,3,ENST
rm454,2022 - 2023,3,POSC
wp138,2022 - 2023,3,HIST
cs534,2022 - 2023,3,SOAN
at549,2022 - 2023,3,WRIT
rr551,2022 - 2023,3,CLAS
wn417,2022 - 2023,3,EALL
dm167,2022 - 2023,3,POSC
sk798,2022 - 2023,3,CLAS
em332,2022 - 2023,3,POSC
sl439,2022 - 2023,3,ARTS
ao336,2022 - 2023,3,SOAN
to485,2022 - 2023,3,EALL
rg124,2022 - 2023,3,HIST
cn739,2022 - 2023,3,ECON
ca446,2022 - 2023,3,WRIT
jb259,2022 - 2023,3,RMLL
ta287,2022 - 2023,3,EALL
jt941,2022 - 2023,3,MATH
bm609,2022 - 2023,3,RMLL
ew998,2022 - 2023,3,WRIT
tb170,2022 - 2023,3,ARTS
ls894,2022 - 2023,3,SOAN
mw281,2022 - 2023,3,EEGS
tj718,2022 - 2023,3,SOAN
ch132,2022 - 2023,3,HIST
hc334,2022 - 2023,3,ECON
js764,2022 - 2023,3,SOAN
lg283,2022 - 2023,3,POSC
bf110,2022 - 2023,3,ECON
nr769,2022 - 2023,3,POSC
rf632,2022 - 2023,3,HIST
cm795,2022 - 2023,3,WRIT
ks547,2022 - 2023,3,CLAS
gc791,2022 - 2023,3,POSC
do541,2022 - 2023,3,PHAS
