student_id,department,academic_year
cs316,CLAS,2022 - 2023
sd934,MUSI,2022 - 2023
kd731,CLAS,2022 - 2023
gg818,PHAS,2022 - 2023
rc914,WRIT,2022 - 2023
os813,COSC,2022 - 2023
mr967,COSC,2022 - 2023
km591,ECON,2022 - 2023
wt343,RELG,2022 - 2023
cw704,ECON,2022 - 2023
ct454,ARTS,2022 - 2023
ks943,WRIT,2022 - 2023
do878,ENGL,2022 - 2023
ps101,THEA,2022 - 2023
kg701,POSC,2022 - 2023
dl965,EEGS,2022 - 2023
mw413,ECON,2022 - 2023
ms779,ARTS,2022 - 2023
mh276,RMLL,2022 - 2023
ja315,MUSI,2022 - 2023
kd118,CHEM,2022 - 2023
kh646,BIOL,2022 - 2023
jm764,POSC,2022 - 2023
nt816,HIST,2022 - 2023
aw902,EDUC,2022 - 2023
ac579,ENGL,2022 - 2023
lj899,SOAN,2022 - 2023
nw867,THEA,2022 - 2023
cc823,HIST,2022 - 2023
mr730,HIST,2022 - 2023
vw748,HIST,2022 - 2023
kb639,CLAS,2022 - 2023
tp453,ENGL,2022 - 2023
tk724,BIOL,2022 - 2023
mb940,ENST,2022 - 2023
pd900,HIST,2022 - 2023
sp331,SOAN,2022 - 2023
jc511,ARTS,2022 - 2023
dm860,ENGL,2022 - 2023
kh242,ARTS,2022 - 2023
ac709,ENGL,2022 - 2023
jr475,ARTS,2022 - 2023
ks878,ENGL,2022 - 2023
lf911,BIOL,2022 - 2023
tf620,CLAS,2022 - 2023
hh620,ARTS,2022 - 2023
kg264,POSC,2022 - 2023
bh607,SOAN,2022 - 2023
my176,HIST,2022 - 2023
sa313,RMLL,2022 - 2023
ab610,SOAN,2022 - 2023
se471,PHAS,2022 - 2023
jf583,HIST,2022 - 2023
jm867,RELG,2022 - 2023
cc709,PBSC,2022 - 2023
jp527,POSC,2022 - 2023
jh360,SOAN,2022 - 2023
dg279,MATH,2022 - 2023
lh856,MUSI,2022 - 2023
mf103,HIST,2022 - 2023
jc983,HIST,2022 - 2023
rf981,RELG,2022 - 2023
as601,ENST,2022 - 2023
kc370,MATH,2022 - 2023
me141,EEGS,2022 - 2023
er173,ENGL,2022 - 2023
mm715,HIST,2022 - 2023
dg844,HIST,2022 - 2023
cp132,THEA,2022 - 2023
jm452,BIOL,2022 - 2023
gb945,EALL,2022 - 2023
cb673,RMLL,2022 - 2023
vr594,EALL,2022 - 2023
mc970,ARTS,2022 - 2023
ma546,PBSC,2022 - 2023
pf943,PBSC,2022 - 2023
jj685,POSC,2022 - 2023
dv751,ENST,2022 - 2023
mh598,SOAN,2022 - 2023
aw898,PBSC,2022 - 2023
mg306,RELG,2022 - 2023
al986,PHIL,2022 - 2023
dw777,BIOL,2022 - 2023
at150,ENGL,2022 - 2023
mw478,EDUC,2022 - 2023
mr498,EDUC,2022 - 2023
ma366,RELG,2022 - 2023
ca452,RMLL,2022 - 2023
kd640,MELL,2022 - 2023
jp711,RELG,2022 - 2023
rr447,POSC,2022 - 2023
mr946,RELG,2022 - 2023
bw243,HIST,2022 - 2023
ch436,POSC,2022 - 2023
lo253,ENGL,2022 - 2023
jj224,EEGS,2022 - 2023
es846,ARTS,2022 - 2023
pf465,EDUC,2022 - 2023
nw193,MATH,2022 - 2023
mm376,GERM,2022 - 2023
eb459,MATH,2022 - 2023
rp508,RELG,2022 - 2023
mw206,RELG,2022 - 2023
rs980,CHEM,2022 - 2023
ks421,ECON,2022 - 2023
mm244,ECON,2022 - 2023
cw960,ARTS,2022 - 2023
lh499,PBSC,2022 - 2023
tl389,CHEM,2022 - 2023
mm359,ENGL,2022 - 2023
dr466,EDUC,2022 - 2023
sw266,GERM,2022 - 2023
mh677,ARTS,2022 - 2023
vw213,GEOG,2022 - 2023
eb298,EEGS,2022 - 2023
rr584,EEGS,2022 - 2023
so194,ENST,2022 - 2023
jj421,RMLL,2022 - 2023
mw984,ENGL,2022 - 2023
cl326,SOAN,2022 - 2023
rj360,BIOL,2022 - 2023
ap905,POSC,2022 - 2023
cm553,ARTS,2022 - 2023
jm538,COSC,2022 - 2023
tm740,EALL,2022 - 2023
jc308,ENGL,2022 - 2023
om666,ARTS,2022 - 2023
sh634,CLAS,2022 - 2023
jc661,RELG,2022 - 2023
cc565,HIST,2022 - 2023
mc291,EEGS,2022 - 2023
gc596,ARTS,2022 - 2023
ts818,ENGL,2022 - 2023
sh233,CHEM,2022 - 2023
sh584,HIST,2022 - 2023
pb592,RELG,2022 - 2023
ne671,THEA,2022 - 2023
tb851,ARTS,2022 - 2023
jc468,ENGL,2022 - 2023
rr800,EDUC,2022 - 2023
rh724,COSC,2022 - 2023
sw793,HIST,2022 - 2023
bj614,PHAS,2022 - 2023
ar881,EEGS,2022 - 2023
am133,BIOL,2022 - 2023
bh315,ECON,2022 - 2023
nw268,POSC,2022 - 2023
ab167,BIOL,2022 - 2023
rw821,ARTS,2022 - 2023
cg963,ENGL,2022 - 2023
ln421,GERM,2022 - 2023
sw487,ENGL,2022 - 2023
jh609,MELL,2022 - 2023
jj506,BIOL,2022 - 2023
cg737,PBSC,2022 - 2023
kc637,GEOG,2022 - 2023
jm512,SOAN,2022 - 2023
tj136,WRIT,2022 - 2023
pk705,ECON,2022 - 2023
lm425,EDUC,2022 - 2023
sw247,ENGL,2022 - 2023
rc263,THEA,2022 - 2023
ms368,POSC,2022 - 2023
as753,EDUC,2022 - 2023
pe818,EEGS,2022 - 2023
th266,PHAS,2022 - 2023
ss696,RMLL,2022 - 2023
jh272,POSC,2022 - 2023
mm970,ENGL,2022 - 2023
js894,THEA,2022 - 2023
br934,HIST,2022 - 2023
rm708,POSC,2022 - 2023
ml854,SOAN,2022 - 2023
sg459,POSC,2022 - 2023
aj942,ARTS,2022 - 2023
zf728,ARTS,2022 - 2023
dm945,EDUC,2022 - 2023
db738,PBSC,2022 - 2023
dg329,RELG,2022 - 2023
rg650,WRIT,2022 - 2023
aw754,HIST,2022 - 2023
by724,THEA,2022 - 2023
jr513,PHAS,2022 - 2023
el428,RMLL,2022 - 2023
bc240,RMLL,2022 - 2023
jp694,BIOL,2022 - 2023
jw633,HIST,2022 - 2023
kh908,EDUC,2022 - 2023
cr721,EDUC,2022 - 2023
jf555,RELG,2022 - 2023
df639,RMLL,2022 - 2023
sb211,MATH,2022 - 2023
sc507,POSC,2022 - 2023
lp959,CHEM,2022 - 2023
ls399,SOAN,2022 - 2023
dm552,GERM,2022 - 2023
dm676,ECON,2022 - 2023
ch922,ENGL,2022 - 2023
gr755,SOAN,2022 - 2023
sp426,EDUC,2022 - 2023
sh495,ENGL,2022 - 2023
mg566,SOAN,2022 - 2023
cs208,HIST,2022 - 2023
cw974,THEA,2022 - 2023
nb228,MUSI,2022 - 2023
pw609,ARTS,2022 - 2023
ls595,SOAN,2022 - 2023
dp552,HIST,2022 - 2023
am280,ARTS,2022 - 2023
jc880,BIOL,2022 - 2023
sc319,CHEM,2022 - 2023
tg859,SOAN,2022 - 2023
jh276,ECON,2022 - 2023
ss215,RMLL,2022 - 2023
sb745,POSC,2022 - 2023
bw952,RMLL,2022 - 2023
ff820,THEA,2022 - 2023
ps742,GEOG,2022 - 2023
co456,ENGL,2022 - 2023
lh231,CLAS,2022 - 2023
jg903,GERM,2022 - 2023
tm950,ENST,2022 - 2023
mr688,BIOL,2022 - 2023
kp628,RMLL,2022 - 2023
jc286,PHAS,2022 - 2023
bb698,POSC,2022 - 2023
ml762,PHAS,2022 - 2023
cs670,MUSI,2022 - 2023
dm553,EEGS,2022 - 2023
en327,WRIT,2022 - 2023
nw328,RMLL,2022 - 2023
mg670,POSC,2022 - 2023
er517,MUSI,2022 - 2023
cc749,ARTS,2022 - 2023
ss284,POSC,2022 - 2023
rr145,RELG,2022 - 2023
jm736,BIOL,2022 - 2023
am642,RELG,2022 - 2023
ms373,ENGL,2022 - 2023
vh398,ARTS,2022 - 2023
dm612,GERM,2022 - 2023
ml196,PHIL,2022 - 2023
cb913,BIOL,2022 - 2023
aj121,RMLL,2022 - 2023
jc383,WRIT,2022 - 2023
jc536,RELG,2022 - 2023
jd140,ARTS,2022 - 2023
em834,ENGL,2022 - 2023
aa357,BIOL,2022 - 2023
mh589,RELG,2022 - 2023
aj143,RELG,2022 - 2023
sn939,WRIT,2022 - 2023
rw659,CLAS,2022 - 2023
rr873,BIOL,2022 - 2023
tr593,POSC,2022 - 2023
rl693,CLAS,2022 - 2023
gh642,EALL,2022 - 2023
lm444,ARTS,2022 - 2023
sp770,BIOL,2022 - 2023
ej803,CLAS,2022 - 2023
cr587,RELG,2022 - 2023
ks533,ARTS,2022 - 2023
bm657,EDUC,2022 - 2023
mm382,PBSC,2022 - 2023
dt736,POSC,2022 - 2023
cl139,THEA,2022 - 2023
cd996,ENGL,2022 - 2023
bf173,EDUC,2022 - 2023
jh333,HIST,2022 - 2023
jn292,PBSC,2022 - 2023
bd321,EDUC,2022 - 2023
lm380,MUSI,2022 - 2023
af756,ENGL,2022 - 2023
af760,PBSC,2022 - 2023
jj423,ENST,2022 - 2023
dh771,EDUC,2022 - 2023
cn650,ARTS,2022 - 2023
as966,MUSI,2022 - 2023
jm279,ENGL,2022 - 2023
jr514,MATH,2022 - 2023
ba333,CLAS,2022 - 2023
mc349,MUSI,2022 - 2023
rk625,ENGL,2022 - 2023
mh190,EALL,2022 - 2023
sg123,ENGL,2022 - 2023
ds883,ARTS,2022 - 2023
ds474,GEOG,2022 - 2023
do113,THEA,2022 - 2023
mb284,BIOL,2022 - 2023
jg415,EALL,2022 - 2023
gj511,ARTS,2022 - 2023
dw586,WRIT,2022 - 2023
dn161,ARTS,2022 - 2023
mb248,PBSC,2022 - 2023
lv786,POSC,2022 - 2023
tw805,POSC,2022 - 2023
sp473,SOAN,2022 - 2023
ws926,SOAN,2022 - 2023
jj879,GERM,2022 - 2023
jr710,PBSC,2022 - 2023
ml226,ENGL,2022 - 2023
tg413,ENGL,2022 - 2023
ja249,PHAS,2022 - 2023
wb492,ENGL,2022 - 2023
mh784,POSC,2022 - 2023
lo812,MELL,2022 - 2023
pk530,EDUC,2022 - 2023
er778,MATH,2022 - 2023
mc976,BIOL,2022 - 2023
ks599,ARTS,2022 - 2023
mb580,THEA,2022 - 2023
db838,ARTS,2022 - 2023
es970,BIOL,2022 - 2023
sl681,ENGL,2022 - 2023
kh355,MELL,2022 - 2023
nw452,EDUC,2022 - 2023
cd425,ARTS,2022 - 2023
jm733,PBSC,2022 - 2023
ra275,HIST,2022 - 2023
bh689,ARTS,2022 - 2023
jj516,EEGS,2022 - 2023
dm491,ENGL,2022 - 2023
af441,PHIL,2022 - 2023
dp912,PBSC,2022 - 2023
rp434,HIST,2022 - 2023
rs965,HIST,2022 - 2023
jh862,BIOL,2022 - 2023
ct655,PHAS,2022 - 2023
ar934,ARTS,2022 - 2023
kk517,RMLL,2022 - 2023
sc246,POSC,2022 - 2023
jp553,ENGL,2022 - 2023
jl996,BIOL,2022 - 2023
jb181,EDUC,2022 - 2023
jg767,SOAN,2022 - 2023
da804,SOAN,2022 - 2023
wh411,BIOL,2022 - 2023
tk492,ARTS,2022 - 2023
cr300,MUSI,2022 - 2023
sc125,THEA,2022 - 2023
sm811,SOAN,2022 - 2023
cp634,ECON,2022 - 2023
mb884,HIST,2022 - 2023
ac549,PBSC,2022 - 2023
rl326,PHAS,2022 - 2023
dp413,ENGL,2022 - 2023
aj110,PHAS,2022 - 2023
mw776,CLAS,2022 - 2023
eh109,POSC,2022 - 2023
sb929,ECON,2022 - 2023
sg399,ENGL,2022 - 2023
dd731,ENGL,2022 - 2023
ws932,HIST,2022 - 2023
dm100,ENGL,2022 - 2023
jw163,PBSC,2022 - 2023
wr714,HIST,2022 - 2023
al346,THEA,2022 - 2023
cr627,RELG,2022 - 2023
kb439,COSC,2022 - 2023
dl470,MUSI,2022 - 2023
tp994,PHAS,2022 - 2023
cp459,ENGL,2022 - 2023
jc905,EEGS,2022 - 2023
ns627,GEOG,2022 - 2023
el890,POSC,2022 - 2023
ww997,ARTS,2022 - 2023
jm695,POSC,2022 - 2023
aj954,CLAS,2022 - 2023
ov386,PHAS,2022 - 2023
ah122,ENGL,2022 - 2023
jh239,GERM,2022 - 2023
sw160,POSC,2022 - 2023
mh915,CLAS,2022 - 2023
jk170,HIST,2022 - 2023
jd994,HIST,2022 - 2023
mm664,GERM,2022 - 2023
sw997,BIOL,2022 - 2023
lj178,EALL,2022 - 2023
rl912,MATH,2022 - 2023
sh850,RELG,2022 - 2023
eg375,ENGL,2022 - 2023
bh248,ENST,2022 - 2023
cs452,GERM,2022 - 2023
lp904,EDUC,2022 - 2023
bc740,SOAN,2022 - 2023
jm694,RELG,2022 - 2023
mh759,POSC,2022 - 2023
kc708,CLAS,2022 - 2023
mf106,PHIL,2022 - 2023
el547,SOAN,2022 - 2023
aj658,HIST,2022 - 2023
mt448,CLAS,2022 - 2023
cr538,MELL,2022 - 2023
jb864,EDUC,2022 - 2023
ar507,ARTS,2022 - 2023
bg803,ENGL,2022 - 2023
ms493,ENGL,2022 - 2023
rt573,CLAS,2022 - 2023
aw792,EEGS,2022 - 2023
ct219,THEA,2022 - 2023
km639,BIOL,2022 - 2023
bw105,ENGL,2022 - 2023
tw552,POSC,2022 - 2023
sb366,COSC,2022 - 2023
jf216,SOAN,2022 - 2023
dm467,SOAN,2022 - 2023
rb175,PHIL,2022 - 2023
mg602,GEOG,2022 - 2023
vc442,MATH,2022 - 2023
pc640,WRIT,2022 - 2023
sc504,CLAS,2022 - 2023
cs487,HIST,2022 - 2023
sm203,SOAN,2022 - 2023
tw646,MATH,2022 - 2023
nb739,ECON,2022 - 2023
ct100,THEA,2022 - 2023
me283,RMLL,2022 - 2023
md520,SOAN,2022 - 2023
kj757,ECON,2022 - 2023
sb514,HIST,2022 - 2023
sw453,GEOG,2022 - 2023
kc134,ENGL,2022 - 2023
lp158,HIST,2022 - 2023
hf859,HIST,2022 - 2023
aw724,GERM,2022 - 2023
lb262,POSC,2022 - 2023
eh462,PBSC,2022 - 2023
jg283,MATH,2022 - 2023
gh909,PHAS,2022 - 2023
sk568,COSC,2022 - 2023
kj397,ARTS,2022 - 2023
dc730,ARTS,2022 - 2023
sl594,PHAS,2022 - 2023
ad768,RELG,2022 - 2023
gf829,ARTS,2022 - 2023
sm420,BIOL,2022 - 2023
lg405,RMLL,2022 - 2023
jg768,RMLL,2022 - 2023
ad203,MATH,2022 - 2023
tm472,ENGL,2022 - 2023
lb277,MATH,2022 - 2023
tc605,MELL,2022 - 2023
jm137,PBSC,2022 - 2023
sk818,ENGL,2022 - 2023
hr568,RELG,2022 - 2023
kb542,EDUC,2022 - 2023
js374,SOAN,2022 - 2023
kr478,EDUC,2022 - 2023
rm107,CLAS,2022 - 2023
sr481,SOAN,2022 - 2023
bm352,EDUC,2022 - 2023
bl724,PBSC,2022 - 2023
jj641,BIOL,2022 - 2023
em218,GEOG,2022 - 2023
mm310,HIST,2022 - 2023
cj911,EALL,2022 - 2023
mm492,RMLL,2022 - 2023
ch968,ECON,2022 - 2023
as415,MUSI,2022 - 2023
gw274,BIOL,2022 - 2023
rl130,POSC,2022 - 2023
cm529,SOAN,2022 - 2023
nw906,HIST,2022 - 2023
as729,GERM,2022 - 2023
va481,ARTS,2022 - 2023
ad731,ARTS,2022 - 2023
mw569,EEGS,2022 - 2023
ab282,HIST,2022 - 2023
rr692,ENGL,2022 - 2023
et516,ENGL,2022 - 2023
kp403,PBSC,2022 - 2023
fj299,HIST,2022 - 2023
ks934,ENGL,2022 - 2023
ss374,POSC,2022 - 2023
es452,PHIL,2022 - 2023
ww753,SOAN,2022 - 2023
mg721,CHEM,2022 - 2023
so420,CHEM,2022 - 2023
jw484,ECON,2022 - 2023
ks715,ENST,2022 - 2023
mm818,PBSC,2022 - 2023
jh901,EEGS,2022 - 2023
am978,MUSI,2022 - 2023
ez835,PHIL,2022 - 2023
jp695,EALL,2022 - 2023
jm529,ENST,2022 - 2023
ca836,MATH,2022 - 2023
tf895,ARTS,2022 - 2023
vh922,PHAS,2022 - 2023
ac215,CHEM,2022 - 2023
pa486,CLAS,2022 - 2023
dp310,ENGL,2022 - 2023
mr136,ENGL,2022 - 2023
jk807,RMLL,2022 - 2023
jm919,SOAN,2022 - 2023
jf313,RELG,2022 - 2023
sw602,THEA,2022 - 2023
lg773,BIOL,2022 - 2023
mm895,GEOG,2022 - 2023
jc445,PBSC,2022 - 2023
os619,EDUC,2022 - 2023
jf333,HIST,2022 - 2023
km670,PHIL,2022 - 2023
jh866,HIST,2022 - 2023
sd355,ARTS,2022 - 2023
km602,POSC,2022 - 2023
kc871,SOAN,2022 - 2023
jw830,WRIT,2022 - 2023
kf992,MUSI,2022 - 2023
sh859,CLAS,2022 - 2023
pm588,PBSC,2022 - 2023
kk355,ENGL,2022 - 2023
lg880,GEOG,2022 - 2023
mg212,ARTS,2022 - 2023
ly236,ENGL,2022 - 2023
ms253,ARTS,2022 - 2023
js851,WRIT,2022 - 2023
aa377,ARTS,2022 - 2023
nb891,ENGL,2022 - 2023
sp900,EDUC,2022 - 2023
nh424,EDUC,2022 - 2023
rd231,PBSC,2022 - 2023
nh897,SOAN,2022 - 2023
ds938,WRIT,2022 - 2023
df142,POSC,2022 - 2023
cs683,SOAN,2022 - 2023
bj799,ECON,2022 - 2023
rs689,HIST,2022 - 2023
rs827,THEA,2022 - 2023
mb484,POSC,2022 - 2023
cr269,ARTS,2022 - 2023
md484,GEOG,2022 - 2023
og575,MUSI,2022 - 2023
ae992,MELL,2022 - 2023
sa968,EDUC,2022 - 2023
dl141,EEGS,2022 - 2023
mb579,CLAS,2022 - 2023
jh745,PHIL,2022 - 2023
jh413,HIST,2022 - 2023
sp971,CLAS,2022 - 2023
pt499,EDUC,2022 - 2023
kp726,HIST,2022 - 2023
km542,HIST,2022 - 2023
gw634,ECON,2022 - 2023
aw166,ARTS,2022 - 2023
cj529,RELG,2022 - 2023
tm580,ENST,2022 - 2023
ed861,ECON,2022 - 2023
ga411,GEOG,2022 - 2023
pt118,ECON,2022 - 2023
jh526,SOAN,2022 - 2023
mc400,GEOG,2022 - 2023
am723,EDUC,2022 - 2023
kp952,BIOL,2022 - 2023
dt558,MELL,2022 - 2023
vm686,CHEM,2022 - 2023
he706,CLAS,2022 - 2023
jp594,HIST,2022 - 2023
jk495,ENGL,2022 - 2023
aw803,HIST,2022 - 2023
ac439,SOAN,2022 - 2023
gn844,EEGS,2022 - 2023
ms458,PBSC,2022 - 2023
js719,THEA,2022 - 2023
jd928,HIST,2022 - 2023
as230,MATH,2022 - 2023
bd453,SOAN,2022 - 2023
cb415,CHEM,2022 - 2023
zs690,CHEM,2022 - 2023
mh571,PHIL,2022 - 2023
lb246,EALL,2022 - 2023
jh630,PHAS,2022 - 2023
dr414,SOAN,2022 - 2023
mm187,HIST,2022 - 2023
am568,BIOL,2022 - 2023
mb243,SOAN,2022 - 2023
ds357,CLAS,2022 - 2023
dm219,ARTS,2022 - 2023
ew268,ARTS,2022 - 2023
cm468,MATH,2022 - 2023
ns625,MATH,2022 - 2023
ka820,GEOG,2022 - 2023
jv588,ENGL,2022 - 2023
ag692,CLAS,2022 - 2023
jc141,ECON,2022 - 2023
jb665,PHAS,2022 - 2023
tk714,SOAN,2022 - 2023
mp288,EDUC,2022 - 2023
hl792,HIST,2022 - 2023
an833,EEGS,2022 - 2023
vp529,EDUC,2022 - 2023
rt748,GEOG,2022 - 2023
jf305,SOAN,2022 - 2023
mf374,PHIL,2022 - 2023
mj109,POSC,2022 - 2023
kl746,PBSC,2022 - 2023
cw705,EEGS,2022 - 2023
mj458,RMLL,2022 - 2023
mh101,BIOL,2022 - 2023
sa776,PHAS,2022 - 2023
rp754,BIOL,2022 - 2023
at980,ENST,2022 - 2023
wo436,CHEM,2022 - 2023
km201,CLAS,2022 - 2023
er758,POSC,2022 - 2023
km296,POSC,2022 - 2023
mc192,BIOL,2022 - 2023
pg656,EDUC,2022 - 2023
jj491,PBSC,2022 - 2023
jp142,RELG,2022 - 2023
kp496,HIST,2022 - 2023
ah691,HIST,2022 - 2023
dp394,POSC,2022 - 2023
wb351,GERM,2022 - 2023
jr229,HIST,2022 - 2023
vm971,ARTS,2022 - 2023
gt671,POSC,2022 - 2023
sf201,BIOL,2022 - 2023
am454,EEGS,2022 - 2023
ac920,RMLL,2022 - 2023
ts671,ECON,2022 - 2023
mr314,ENGL,2022 - 2023
dc805,RMLL,2022 - 2023
lz954,COSC,2022 - 2023
jp293,SOAN,2022 - 2023
rg771,PHIL,2022 - 2023
dr869,WRIT,2022 - 2023
lc863,HIST,2022 - 2023
cr989,ARTS,2022 - 2023
as522,ENGL,2022 - 2023
tr941,BIOL,2022 - 2023
jc762,BIOL,2022 - 2023
dd265,ENGL,2022 - 2023
jm547,HIST,2022 - 2023
by871,SOAN,2022 - 2023
rr748,RELG,2022 - 2023
cl119,CHEM,2022 - 2023
cs381,BIOL,2022 - 2023
le357,POSC,2022 - 2023
zb964,ENGL,2022 - 2023
ag187,CHEM,2022 - 2023
ac102,ENGL,2022 - 2023
ac562,SOAN,2022 - 2023
eh402,MATH,2022 - 2023
da382,POSC,2022 - 2023
ap896,BIOL,2022 - 2023
nd475,EALL,2022 - 2023
st141,BIOL,2022 - 2023
ko528,EDUC,2022 - 2023
tm880,RMLL,2022 - 2023
mb998,EEGS,2022 - 2023
gk133,GEOG,2022 - 2023
jb734,RELG,2022 - 2023
mp143,WRIT,2022 - 2023
tm301,PHIL,2022 - 2023
as722,HIST,2022 - 2023
sg101,EALL,2022 - 2023
bw248,BIOL,2022 - 2023
jf188,ARTS,2022 - 2023
dg306,MATH,2022 - 2023
rb946,SOAN,2022 - 2023
mj623,CHEM,2022 - 2023
cf757,SOAN,2022 - 2023
sh504,PHIL,2022 - 2023
lv516,PBSC,2022 - 2023
km813,THEA,2022 - 2023
ms210,POSC,2022 - 2023
jm203,CHEM,2022 - 2023
jb757,EALL,2022 - 2023
cm347,PBSC,2022 - 2023
wd423,ARTS,2022 - 2023
el185,HIST,2022 - 2023
js741,RMLL,2022 - 2023
md283,EDUC,2022 - 2023
cc283,ECON,2022 - 2023
sb645,PBSC,2022 - 2023
kg915,POSC,2022 - 2023
eh341,SOAN,2022 - 2023
ds821,MUSI,2022 - 2023
ad597,ENST,2022 - 2023
er637,RMLL,2022 - 2023
sj725,RELG,2022 - 2023
cp717,POSC,2022 - 2023
lw195,ARTS,2022 - 2023
cb542,RELG,2022 - 2023
cb678,CHEM,2022 - 2023
pt625,POSC,2022 - 2023
as337,ENGL,2022 - 2023
ah621,WRIT,2022 - 2023
mm833,EDUC,2022 - 2023
kj442,GERM,2022 - 2023
sl377,GERM,2022 - 2023
mt627,MATH,2022 - 2023
ww491,PBSC,2022 - 2023
mw554,HIST,2022 - 2023
ig211,PHAS,2022 - 2023
db767,RMLL,2022 - 2023
cp872,EDUC,2022 - 2023
mr518,ENGL,2022 - 2023
sh994,EALL,2022 - 2023
lg182,RMLL,2022 - 2023
rm452,CHEM,2022 - 2023
ff914,RELG,2022 - 2023
jm658,RMLL,2022 - 2023
ji857,CHEM,2022 - 2023
rm994,RELG,2022 - 2023
sl148,THEA,2022 - 2023
mk480,ECON,2022 - 2023
db286,HIST,2022 - 2023
ms201,HIST,2022 - 2023
jm352,RELG,2022 - 2023
js467,CLAS,2022 - 2023
as631,THEA,2022 - 2023
ad951,PBSC,2022 - 2023
rp135,ECON,2022 - 2023
as870,RELG,2022 - 2023
kt439,HIST,2022 - 2023
rb661,POSC,2022 - 2023
rm341,RELG,2022 - 2023
kp686,RELG,2022 - 2023
jt424,GERM,2022 - 2023
aa191,POSC,2022 - 2023
ac988,EALL,2022 - 2023
fo791,EDUC,2022 - 2023
tw872,ECON,2022 - 2023
am182,ENGL,2022 - 2023
cg156,ENGL,2022 - 2023
rh201,HIST,2022 - 2023
aw428,EDUC,2022 - 2023
jc611,EDUC,2022 - 2023
fr499,EDUC,2022 - 2023
te743,PHAS,2022 - 2023
gw805,WRIT,2022 - 2023
mw513,ENGL,2022 - 2023
kb609,RMLL,2022 - 2023
kd450,SOAN,2022 - 2023
rm467,PHIL,2022 - 2023
ds746,HIST,2022 - 2023
hh147,HIST,2022 - 2023
dr890,CHEM,2022 - 2023
mc235,CHEM,2022 - 2023
rr559,MUSI,2022 - 2023
mm656,HIST,2022 - 2023
jc449,ARTS,2022 - 2023
lg239,ENGL,2022 - 2023
gn523,ARTS,2022 - 2023
yv450,EEGS,2022 - 2023
jm132,ECON,2022 - 2023
hc554,ECON,2022 - 2023
sr516,ENGL,2022 - 2023
mr725,SOAN,2022 - 2023
mg276,EEGS,2022 - 2023
sr465,SOAN,2022 - 2023
zk577,EDUC,2022 - 2023
dp923,COSC,2022 - 2023
jt576,THEA,2022 - 2023
rs345,SOAN,2022 - 2023
kg463,POSC,2022 - 2023
jh694,COSC,2022 - 2023
as737,CLAS,2022 - 2023
ng894,EEGS,2022 - 2023
th113,COSC,2022 - 2023
ss792,ENGL,2022 - 2023
jg691,RMLL,2022 - 2023
ma891,ENST,2022 - 2023
lh934,ENGL,2022 - 2023
ag656,RMLL,2022 - 2023
rb177,RMLL,2022 - 2023
ap352,RMLL,2022 - 2023
cc989,ARTS,2022 - 2023
pm191,PHAS,2022 - 2023
tb721,POSC,2022 - 2023
dk282,ECON,2022 - 2023
jm526,PHIL,2022 - 2023
dd551,SOAN,2022 - 2023
ct346,COSC,2022 - 2023
am899,RMLL,2022 - 2023
cc790,SOAN,2022 - 2023
jj408,RMLL,2022 - 2023
ng728,GERM,2022 - 2023
mg787,ARTS,2022 - 2023
cm728,COSC,2022 - 2023
tr210,WRIT,2022 - 2023
tp104,MATH,2022 - 2023
sm605,EDUC,2022 - 2023
rm912,HIST,2022 - 2023
hb751,ENGL,2022 - 2023
dw159,ECON,2022 - 2023
jb116,GERM,2022 - 2023
cm259,SOAN,2022 - 2023
gw809,ENGL,2022 - 2023
ac760,ENGL,2022 - 2023
na861,HIST,2022 - 2023
mz153,BIOL,2022 - 2023
sm907,ARTS,2022 - 2023
as825,WRIT,2022 - 2023
sm590,ARTS,2022 - 2023
ms237,EDUC,2022 - 2023
kn298,MUSI,2022 - 2023
dc544,POSC,2022 - 2023
jr250,RMLL,2022 - 2023
mf916,CLAS,2022 - 2023
rm752,ARTS,2022 - 2023
aw140,BIOL,2022 - 2023
em309,ENGL,2022 - 2023
jd268,ECON,2022 - 2023
jt673,PHIL,2022 - 2023
th832,CLAS,2022 - 2023
jb122,PHIL,2022 - 2023
dg313,PHIL,2022 - 2023
rl168,RELG,2022 - 2023
lc257,POSC,2022 - 2023
ts650,GERM,2022 - 2023
js104,CLAS,2022 - 2023
cc303,EDUC,2022 - 2023
jr510,HIST,2022 - 2023
jj898,ARTS,2022 - 2023
bw853,PBSC,2022 - 2023
dp823,RELG,2022 - 2023
bm665,SOAN,2022 - 2023
ss926,CHEM,2022 - 2023
ph776,PBSC,2022 - 2023
tj903,ARTS,2022 - 2023
rc836,WRIT,2022 - 2023
kh849,RELG,2022 - 2023
la588,BIOL,2022 - 2023
bp810,ARTS,2022 - 2023
jr109,ARTS,2022 - 2023
rc828,ENGL,2022 - 2023
as572,BIOL,2022 - 2023
cm509,POSC,2022 - 2023
jl377,RMLL,2022 - 2023
bg901,PHAS,2022 - 2023
lm122,PHIL,2022 - 2023
ce885,ENST,2022 - 2023
sb976,SOAN,2022 - 2023
kt549,GERM,2022 - 2023
sk821,ENGL,2022 - 2023
kk847,MATH,2022 - 2023
lh997,MATH,2022 - 2023
ba278,HIST,2022 - 2023
sk597,MUSI,2022 - 2023
sh982,EDUC,2022 - 2023
jc302,RMLL,2022 - 2023
ds175,ARTS,2022 - 2023
tc298,CLAS,2022 - 2023
